"Age","Job","Marital","Education","Default","Mortgage","Loan","Contact","Outcome"
25,"entrepreneur","single","university.degree","no","no","no","mobile","no"
45,"blue-collar","married","basic.6y","unknown","yes","no","mobile","no"
53,"services","married","basic.9y","unknown","no","no","mobile","no"
29,"technician","married","professional.course","no","unknown","unknown","mobile","yes"
49,"admin.","divorced","university.degree","no","no","no","mobile","no"
34,"services","married","basic.6y","unknown","no","no","mobile","yes"
77,"retired","divorced","professional.course","no","no","no","mobile","yes"
48,"technician","married","basic.6y","no","no","no","mobile","no"
47,"admin.","married","high.school","unknown","no","yes","landline","no"
25,"technician","single","university.degree","no","yes","yes","mobile","no"
47,"technician","married","professional.course","no","yes","yes","landline","no"
36,"technician","married","professional.course","no","no","no","landline","no"
36,"housemaid","divorced","basic.9y","unknown","no","no","landline","no"
48,"technician","divorced","professional.course","no","yes","yes","landline","no"
45,"services","divorced","high.school","no","no","no","landline","no"
46,"admin.","single","high.school","no","no","yes","mobile","no"
47,"retired","married","basic.4y","unknown","yes","no","landline","no"
53,"self-employed","single","university.degree","no","no","yes","mobile","no"
42,"retired","divorced","unknown","no","no","no","mobile","yes"
28,"blue-collar","married","basic.4y","no","no","no","landline","no"
38,"blue-collar","married","high.school","unknown","no","no","mobile","no"
30,"blue-collar","single","high.school","no","yes","yes","landline","no"
22,"admin.","married","university.degree","no","yes","yes","mobile","yes"
35,"blue-collar","married","high.school","no","yes","no","landline","no"
54,"blue-collar","divorced","basic.9y","no","yes","no","mobile","yes"
60,"retired","married","high.school","no","yes","no","mobile","yes"
42,"blue-collar","married","basic.6y","no","no","yes","mobile","no"
46,"technician","married","basic.9y","no","yes","no","landline","no"
67,"admin.","married","university.degree","no","yes","yes","landline","yes"
42,"blue-collar","single","basic.6y","no","no","no","mobile","no"
39,"blue-collar","married","basic.4y","unknown","no","no","mobile","no"
52,"technician","married","basic.9y","no","no","no","landline","yes"
32,"retired","married","high.school","no","no","no","landline","no"
47,"admin.","single","university.degree","no","yes","yes","mobile","no"
40,"housemaid","married","high.school","no","no","no","landline","yes"
54,"housemaid","married","basic.9y","no","yes","yes","mobile","no"
29,"admin.","single","university.degree","no","no","yes","landline","yes"
40,"admin.","divorced","high.school","no","yes","yes","landline","no"
35,"admin.","single","university.degree","unknown","yes","no","mobile","no"
21,"services","single","high.school","no","no","no","mobile","no"
36,"management","single","high.school","no","no","no","mobile","no"
32,"management","single","university.degree","no","yes","yes","mobile","no"
58,"management","married","university.degree","no","no","yes","mobile","no"
27,"self-employed","single","professional.course","no","yes","no","mobile","no"
48,"blue-collar","married","unknown","no","no","no","mobile","no"
31,"housemaid","married","basic.4y","no","no","no","mobile","no"
38,"entrepreneur","married","basic.9y","no","yes","yes","mobile","no"
41,"entrepreneur","married","university.degree","unknown","yes","no","landline","no"
59,"technician","married","basic.9y","no","no","no","landline","no"
60,"management","married","unknown","no","yes","no","mobile","yes"
34,"self-employed","single","professional.course","unknown","no","no","mobile","yes"
31,"management","single","high.school","no","no","no","landline","no"
28,"services","single","high.school","no","yes","no","landline","no"
26,"blue-collar","single","basic.6y","unknown","no","no","mobile","no"
25,"admin.","single","university.degree","no","unknown","unknown","mobile","no"
59,"blue-collar","married","basic.9y","no","no","no","mobile","no"
41,"entrepreneur","divorced","university.degree","no","yes","no","mobile","no"
34,"services","married","basic.9y","unknown","yes","no","landline","no"
35,"blue-collar","single","basic.9y","no","no","yes","mobile","no"
32,"services","married","basic.4y","no","no","no","mobile","no"
34,"housemaid","divorced","university.degree","no","unknown","unknown","mobile","no"
57,"blue-collar","divorced","basic.9y","no","yes","no","landline","no"
57,"retired","unknown","basic.4y","no","no","no","landline","no"
53,"blue-collar","divorced","basic.6y","no","yes","no","mobile","no"
35,"management","married","university.degree","no","yes","yes","mobile","yes"
54,"blue-collar","single","basic.9y","no","no","no","landline","yes"
34,"self-employed","divorced","university.degree","no","yes","no","landline","no"
41,"admin.","married","high.school","no","no","yes","mobile","yes"
45,"admin.","married","university.degree","no","yes","no","mobile","no"
59,"blue-collar","married","professional.course","no","no","no","landline","no"
70,"management","married","university.degree","no","yes","no","mobile","yes"
51,"management","married","university.degree","no","no","yes","landline","no"
34,"services","married","basic.6y","unknown","yes","no","landline","no"
41,"housemaid","married","basic.6y","unknown","no","no","landline","no"
60,"management","married","university.degree","unknown","yes","no","landline","no"
22,"blue-collar","single","unknown","unknown","no","no","landline","no"
29,"student","single","university.degree","no","yes","no","mobile","no"
30,"blue-collar","married","basic.4y","unknown","no","no","landline","no"
36,"services","married","high.school","no","yes","yes","landline","no"
29,"admin.","married","high.school","no","yes","yes","mobile","no"
23,"blue-collar","single","basic.9y","no","no","yes","mobile","no"
39,"services","single","university.degree","unknown","yes","no","mobile","no"
50,"services","married","high.school","no","no","no","landline","no"
37,"blue-collar","married","basic.4y","unknown","no","no","mobile","no"
41,"retired","married","university.degree","no","unknown","unknown","mobile","yes"
24,"student","single","basic.4y","no","unknown","unknown","mobile","no"
55,"retired","divorced","basic.6y","unknown","no","no","landline","no"
35,"services","married","high.school","no","no","no","landline","no"
30,"admin.","married","unknown","no","yes","no","mobile","no"
30,"technician","married","professional.course","unknown","yes","no","mobile","no"
76,"retired","married","unknown","no","no","no","mobile","yes"
26,"blue-collar","single","basic.9y","unknown","no","no","landline","no"
29,"management","single","basic.9y","no","no","no","mobile","no"
38,"admin.","single","professional.course","no","no","no","mobile","yes"
56,"housemaid","married","basic.4y","no","no","no","landline","no"
41,"services","married","unknown","no","no","no","mobile","no"
42,"entrepreneur","married","university.degree","no","yes","no","mobile","no"
29,"technician","divorced","high.school","no","no","no","mobile","no"
30,"technician","married","professional.course","no","no","no","mobile","no"
45,"admin.","divorced","basic.9y","no","no","no","landline","no"
39,"blue-collar","single","university.degree","no","yes","no","mobile","no"
33,"blue-collar","single","high.school","no","unknown","unknown","mobile","yes"
36,"admin.","single","professional.course","no","yes","no","mobile","no"
41,"self-employed","married","high.school","no","no","no","mobile","yes"
36,"student","single","high.school","no","yes","yes","mobile","yes"
33,"technician","divorced","university.degree","no","no","no","mobile","yes"
48,"admin.","single","basic.4y","unknown","no","no","mobile","no"
59,"admin.","married","basic.9y","no","no","no","mobile","yes"
56,"technician","married","professional.course","no","no","no","landline","no"
38,"self-employed","married","university.degree","no","no","no","landline","yes"
43,"blue-collar","married","unknown","unknown","no","yes","landline","no"
38,"technician","married","professional.course","unknown","no","yes","mobile","no"
49,"technician","married","professional.course","unknown","no","no","mobile","no"
29,"admin.","single","high.school","no","yes","yes","mobile","yes"
28,"unknown","single","basic.9y","unknown","no","no","landline","no"
34,"technician","divorced","professional.course","no","unknown","unknown","landline","no"
36,"technician","married","unknown","unknown","yes","no","mobile","no"
25,"unemployed","single","high.school","unknown","no","no","landline","no"
43,"blue-collar","married","basic.4y","unknown","yes","no","mobile","yes"
62,"technician","married","professional.course","no","no","no","mobile","yes"
47,"management","married","university.degree","no","yes","yes","landline","no"
57,"retired","married","basic.4y","no","no","no","landline","no"
49,"admin.","married","university.degree","unknown","yes","no","landline","no"
